order_code,customer_code,,start_loc,dealer_code,f,end_loc,end_city,I,j,k,effective_time,priority,n,car_type,p,q,r,s,t,u,v,w,x,y,z,aa,ab
17066022060,1001,1001,1002,13905,1468,1001,1000,1020,1008,2017-05-29 00:00:00,2017-05-23 13:52:19,7,,S,0,0,S,2017-05-26 17:50:34,,,0,0,13905,,13905,,2017-05-28 23:59:00
17066023010,1001,1001,1004,1362,1146,1058,1057,1020,1008,2017-05-28 00:00:00,2017-05-23 14:00:20,9,,XL,0,0,XL,2017-05-23 20:09:57,,,0,0,1362,,1362,,2017-05-28 23:59:00
17066022480,1001,1001,1002,2514,1155,1067,1066,1020,1008,2017-05-28 00:00:00,2017-05-23 14:02:18,9,,S,0,0,S,2017-05-24 18:49:23,,,0,0,2514,,2514,,2017-05-28 23:59:00
17066022540,1001,1001,1002,2514,1155,1067,1066,1020,1008,2017-05-28 00:00:00,2017-05-23 14:02:29,9,,L,0,0,L,2017-05-24 18:49:20,,,0,0,2514,,2514,,2017-05-28 23:59:00
17066022620,1001,1001,1004,2514,1155,1067,1066,1020,1008,2017-05-28 00:00:00,2017-05-23 14:02:43,6,,L,0,0,L,2017-05-24 18:49:11,,,0,0,2514,,2514,,2017-05-28 23:59:00
17066022640,1001,1001,1004,2514,1155,1067,1066,1020,1008,2017-05-28 00:00:00,2017-05-23 14:02:47,7,,L,0,0,L,2017-05-24 18:49:19,,,0,0,2514,,2514,,2017-05-28 23:59:00
17066022740,1001,1001,1001,13244,1159,1070,1069,1020,1008,2017-05-28 00:00:00,2017-05-23 14:03:18,8,,S,0,0,S,2017-05-24 14:34:19,,,0,0,13244,,13244,,2017-05-28 23:59:00
17066022890,1001,1001,1003,12942,1146,1058,1057,1020,1008,2017-05-28 00:00:00,2017-05-23 14:03:46,7,,S,0,0,S,2017-05-25 11:21:27,,,0,0,12942,,12942,,2017-05-28 23:59:00
17066025200,1001,1001,1004,13877,1146,1058,1057,1020,1008,2017-05-28 00:00:00,2017-05-23 14:43:48,9,,XL,0,0,XL,2017-05-23 20:09:55,,,0,0,13877,,13877,,2017-05-28 23:59:00
17066025210,1001,1001,1003,13877,1146,1058,1057,1020,1008,2017-05-28 00:00:00,2017-05-23 14:43:55,8,,XL,0,0,XL,2017-05-23 20:09:55,,,0,0,13877,,13877,,2017-05-28 23:59:00
17066025310,1001,1001,1003,14165,1358,1166,1165,1020,1008,2017-05-29 00:00:00,2017-05-23 14:45:12,5,,XL,0,0,XL,2017-05-26 19:00:25,,,0,0,14165,,14165,,2017-05-28 23:59:00
17066027730,1001,1001,1003,13940,1359,1167,1166,1020,1008,2017-05-31 00:00:00,2017-05-23 15:30:25,2,,S,0,0,S,2017-05-26 19:00:16,,,0,0,13940,,13940,,2017-05-28 23:59:00
17066027740,1001,1001,1004,13940,1359,1167,1166,1020,1008,2017-05-31 00:00:00,2017-05-23 15:30:33,2,,S,0,0,S,2017-05-26 19:00:17,,,0,0,13940,,13940,,2017-05-28 23:59:00
17066027750,1001,1001,1002,13940,1359,1167,1166,1020,1008,2017-05-31 00:00:00,2017-05-23 15:30:40,6,,S,0,0,S,2017-05-26 19:00:15,,,0,0,13940,,13940,,2017-05-28 23:59:00
17066027980,1001,1001,1004,13940,1359,1167,1166,1020,1008,2017-05-31 00:00:00,2017-05-23 15:34:10,7,,S,0,0,S,2017-05-26 19:00:19,,,0,0,13940,,13940,,2017-05-28 23:59:00
17066028270,1001,1001,1002,13940,1359,1167,1166,1020,1008,2017-05-31 00:00:00,2017-05-23 15:38:25,7,,S,0,0,S,2017-05-26 19:00:18,,,0,0,13940,,13940,,2017-05-28 23:59:00
17066026800,1001,1001,1004,2514,1155,1067,1066,1020,1008,2017-05-28 00:00:00,2017-05-23 16:29:19,4,,S,0,0,S,2017-05-26 14:54:29,,,0,0,2514,,2514,,2017-05-28 23:59:00
17066026810,1001,1001,1004,1357,1424,1342,1062,1020,1008,2017-05-31 00:00:00,2017-05-23 16:29:27,5,,S,0,0,S,2017-05-26 19:52:38,,,0,0,1357,,1357,,2017-05-28 23:59:00
17066030490,1001,1001,1002,1356,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 00:47:02,4,,XL,0,0,XL,2017-05-24 20:17:17,,,0,0,1356,,1356,,2017-05-28 23:59:00
17066059780,1001,1001,1003,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 01:27:13,3,,S,0,0,S,2017-05-24 20:35:50,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066059420,1001,1001,1001,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:27:48,8,,S,0,0,S,2017-05-24 21:09:15,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066059430,1001,1001,1004,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:27:49,7,,S,0,0,S,2017-05-24 21:10:16,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066059440,1001,1001,1002,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:27:50,4,,S,0,0,S,2017-05-25 16:24:24,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066059450,1001,1001,1002,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:27:51,1,,S,0,0,S,2017-05-25 16:24:25,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066043260,1001,1001,1002,13675,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:32:41,3,,S,0,0,S,2017-05-24 22:09:03,,,0,0,13675,,13675,,2017-05-28 23:59:00
17066043300,1001,1001,1002,13675,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:32:48,2,,S,0,0,S,2017-05-24 22:09:10,,,0,0,13675,,13675,,2017-05-28 23:59:00
17066043200,1001,1001,1001,13675,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:33:49,9,,S,0,0,S,2017-05-24 22:09:01,,,0,0,13675,,13675,,2017-05-28 23:59:00
17066043250,1001,1001,1002,13675,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:33:57,5,,S,0,0,S,2017-05-24 22:09:02,,,0,0,13675,,13675,,2017-05-28 23:59:00
17066046670,1001,1001,1004,1361,1159,1070,1069,1020,1008,2017-05-29 00:00:00,2017-05-24 01:37:17,4,,S,0,0,S,2017-05-24 19:13:39,,,0,0,1361,,1361,,2017-05-28 23:59:00
17066046680,1001,1001,1004,1361,1159,1070,1069,1020,1008,2017-05-29 00:00:00,2017-05-24 01:37:18,4,,S,0,0,S,2017-05-24 19:13:42,,,0,0,1361,,1361,,2017-05-28 23:59:00
17066045810,1001,1001,1002,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 01:41:28,3,,L,0,0,L,2017-05-24 20:35:43,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066063600,1001,1001,1003,12530,1359,1167,1166,1020,1008,2017-06-01 00:00:00,2017-05-24 01:46:54,8,,S,0,0,S,2017-05-26 13:46:30,,,0,0,12530,,12530,,2017-05-28 23:59:00
17066063550,1001,1001,1004,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:47:01,1,,S,0,0,S,2017-05-24 21:09:11,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066063580,1001,1001,1003,13318,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 01:47:04,2,,S,0,0,S,2017-05-25 11:21:26,,,0,0,13318,,13318,,2017-05-28 23:59:00
17066063590,1001,1001,1003,9337,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:47:05,5,,S,0,0,S,2017-05-25 19:44:34,,,0,0,9337,,9337,,2017-05-28 23:59:00
17066062430,1001,1001,1003,1356,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 01:47:29,1,,S,0,0,S,2017-05-24 20:17:19,,,0,0,1356,,1356,,2017-05-28 23:59:00
17066065160,1001,1001,1001,1355,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 01:48:29,6,,S,0,0,S,2017-05-25 11:05:10,,,0,0,1355,,1355,,2017-05-28 23:59:00
17066066910,1001,1001,1002,13485,1152,1064,1063,1020,1008,2017-05-30 00:00:00,2017-05-24 01:53:17,8,,L,0,0,L,2017-05-24 21:07:27,,,0,0,13485,,13485,,2017-05-28 23:59:00
17066066920,1001,1001,1004,13485,1152,1064,1063,1020,1008,2017-05-30 00:00:00,2017-05-24 01:53:18,6,,L,0,0,L,2017-05-24 21:07:25,,,0,0,13485,,13485,,2017-05-28 23:59:00
17066070690,1001,1001,1002,1193,1152,1064,1063,1020,1008,2017-05-30 00:00:00,2017-05-24 01:53:40,8,,S,0,0,S,2017-05-24 21:07:29,,,0,0,1193,,1193,,2017-05-28 23:59:00
17066070700,1001,1001,1002,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 01:53:40,9,,S,0,0,S,2017-05-25 16:24:30,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066069690,1001,1001,1001,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:00,8,,L,0,0,L,2017-05-24 22:09:04,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069700,1001,1001,1001,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:01,2,,L,0,0,L,2017-05-24 22:09:08,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069710,1001,1001,1003,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:02,9,,L,0,0,L,2017-05-24 22:09:06,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069760,1001,1001,1002,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:05,5,,L,0,0,L,2017-05-24 22:09:14,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069770,1001,1001,1002,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:06,5,,L,0,0,L,2017-05-24 22:09:11,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069790,1001,1001,1002,12981,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 01:54:09,1,,L,0,0,L,2017-05-24 22:09:12,,,0,0,12981,,12981,,2017-05-28 23:59:00
17066069860,1001,1001,1003,13244,1159,1070,1069,1020,1008,2017-05-29 00:00:00,2017-05-24 01:54:17,1,,L,0,0,L,2017-05-24 14:34:20,,,0,0,13244,,13244,,2017-05-28 23:59:00
17066069390,1001,1001,1003,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:54:24,1,,L,0,0,L,2017-05-24 22:20:35,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069110,1001,1001,1003,12953,2149,1440,1059,1020,1008,2017-06-01 00:00:00,2017-05-24 01:55:09,9,,S,0,0,S,2017-05-25 13:59:12,,,0,0,12953,,12953,,2017-05-28 23:59:00
17066069120,1001,1001,1001,12953,2149,1440,1059,1020,1008,2017-06-01 00:00:00,2017-05-24 01:55:11,3,,S,0,0,S,2017-05-25 13:59:13,,,0,0,12953,,12953,,2017-05-28 23:59:00
17066069270,1001,1001,1001,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:30,2,,L,0,0,L,2017-05-24 22:19:34,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069290,1001,1001,1002,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:34,6,,L,0,0,L,2017-05-24 22:19:40,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069300,1001,1001,1002,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:36,2,,L,0,0,L,2017-05-24 22:19:36,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069310,1001,1001,1001,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:37,4,,L,0,0,L,2017-05-24 22:20:34,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069330,1001,1001,1002,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:39,5,,L,0,0,L,2017-05-24 22:19:44,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069350,1001,1001,1001,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:42,4,,L,0,0,L,2017-05-24 22:19:38,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069370,1001,1001,1003,12951,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 01:55:45,8,,L,0,0,L,2017-05-24 22:19:39,,,0,0,12951,,12951,,2017-05-28 23:59:00
17066069990,1001,1001,1003,13318,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 01:56:24,3,,S,0,0,S,2017-05-25 11:21:19,,,0,0,13318,,13318,,2017-05-28 23:59:00
17066070000,1001,1001,1001,13318,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 01:56:25,2,,S,0,0,S,2017-05-25 11:21:20,,,0,0,13318,,13318,,2017-05-28 23:59:00
17066070010,1001,1001,1001,13318,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 01:56:26,2,,S,0,0,S,2017-05-25 11:21:18,,,0,0,13318,,13318,,2017-05-28 23:59:00
17066070020,1001,1001,1004,13318,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 01:56:28,1,,S,0,0,S,2017-05-25 11:21:16,,,0,0,13318,,13318,,2017-05-28 23:59:00
17066068830,1001,1001,1002,12953,2149,1440,1059,1020,1008,2017-06-01 00:00:00,2017-05-24 01:57:46,1,,XL,0,0,XL,2017-05-25 13:59:10,,,0,0,12953,,12953,,2017-05-28 23:59:00
17066060740,1001,1001,1001,12990,1358,1166,1165,1020,1008,2017-05-30 00:00:00,2017-05-24 02:01:53,6,,S,0,0,S,2017-05-26 17:21:56,,,0,0,12990,,12990,,2017-05-28 23:59:00
17066060760,1001,1001,1004,12942,1146,1058,1057,1020,1008,2017-05-29 00:00:00,2017-05-24 02:02:26,2,,S,0,0,S,2017-05-25 11:21:23,,,0,0,12942,,12942,,2017-05-28 23:59:00
17066060780,1001,1001,1002,12953,2149,1440,1059,1020,1008,2017-06-01 00:00:00,2017-05-24 02:02:28,1,,S,0,0,S,2017-05-25 13:59:26,,,0,0,12953,,12953,,2017-05-28 23:59:00
17066060800,1001,1001,1003,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:02:30,3,,S,0,0,S,2017-05-24 21:09:17,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066060810,1001,1001,1001,12095,1468,1001,1000,1020,1008,2017-05-30 00:00:00,2017-05-24 02:02:32,7,,S,0,0,S,2017-05-26 17:50:37,,,0,0,12095,,12095,,2017-05-28 23:59:00
17066061250,1001,1001,1002,1995,1254,1262,1261,1020,1008,2017-06-01 00:00:00,2017-05-24 02:02:59,2,,S,0,0,S,2017-05-24 20:21:34,,,0,0,1995,,1995,,2017-05-28 23:59:00
17066061470,1001,1001,1003,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:03:27,3, ,L,0,0,L,2017-05-24 20:35:42,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066061700,1001,1001,1003,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:03:59,8, ,S,0,0,S,2017-05-25 18:53:53,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066061820,1001,1001,1003,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:04:10,5, ,S,0,0,S,2017-05-25 18:53:30,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066061870,1001,1001,1001,1995,1254,1262,1261,1020,1008,2017-06-01 00:00:00,2017-05-24 02:04:19,8, ,L,0,0,L,2017-05-24 20:21:28,,,0,0,1995,,1995,,2017-05-28 23:59:00
17066061910,1001,1001,1001,1995,1254,1262,1261,1020,1008,2017-06-01 00:00:00,2017-05-24 02:04:20,6, ,L,0,0,L,2017-05-24 20:21:28,,,0,0,1995,,1995,,2017-05-28 23:59:00
17066072780,1001,1001,1003,1490,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 02:08:32,4, ,S,0,0,S,2017-05-24 20:35:51,,,0,0,1490,,1490,,2017-05-28 23:59:00
17066061930,1001,1001,1001,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:08:55,9, ,S,0,0,S,2017-05-25 18:54:04,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066062390,1001,1001,1002,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:09:47,2, ,L,0,0,L,2017-05-25 18:53:58,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066062400,1001,1001,1002,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 02:09:48,1, ,L,0,0,L,2017-05-25 18:53:47,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066063080,1001,1001,1004,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:10:13,4, ,S,0,0,S,2017-05-25 16:24:29,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066072590,1001,1001,1004,1356,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 02:11:01,3, ,XL,0,0,XL,2017-05-24 20:17:13,,,0,0,1356,,1356,,2017-05-28 23:59:00
17066072660,1001,1001,1003,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:11:11,9, ,S,0,0,S,2017-05-24 21:09:12,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066046930,1001,1001,1002,1361,1159,1070,1069,1020,1008,2017-05-29 00:00:00,2017-05-24 02:12:57,1, ,S,0,0,S,2017-05-24 19:13:38,,,0,0,1361,,1361,,2017-05-28 23:59:00
17066064640,1001,1001,1004,8821,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:14:56,7, ,XL,0,0,XL,2017-05-24 21:06:26,,,0,0,8821,,8821,,2017-05-28 23:59:00
17066064660,1001,1001,1001,8821,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:14:58,1, ,XL,0,0,XL,2017-05-24 21:06:34,,,0,0,8821,,8821,,2017-05-28 23:59:00
17066064720,1001,1001,1004,12870,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 02:15:06,6, ,L,0,0,L,2017-05-24 20:30:30,,,0,0,12870,,12870,,2017-05-28 23:59:00
17066064730,1001,1001,1001,12870,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 02:15:07,9, ,L,0,0,L,2017-05-24 20:30:31,,,0,0,12870,,12870,,2017-05-28 23:59:00
17066064070,1001,1001,1001,12870,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 02:15:24,2, ,L,0,0,L,2017-05-24 20:30:33,,,0,0,12870,,12870,,2017-05-28 23:59:00
17066064270,1001,1001,1003,8821,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:15:43,3, ,XL,0,0,XL,2017-05-24 21:07:32,,,0,0,8821,,8821,,2017-05-28 23:59:00
17066064280,1001,1001,1001,8821,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:15:44,4, ,XL,0,0,XL,2017-05-24 21:07:28,,,0,0,8821,,8821,,2017-05-28 23:59:00
17066072880,1001,1001,1001,3174,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 02:17:32,5, ,XL,0,0,XL,2017-05-25 20:43:53,,,0,0,3174,,3174,,2017-05-28 23:59:00
17066072890,1001,1001,1001,1356,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 02:17:33,8, ,XL,0,0,XL,2017-05-24 20:18:08,,,0,0,1356,,1356,,2017-05-28 23:59:00
17066072900,1001,1001,1004,1356,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 02:17:34,6, ,XL,0,0,XL,2017-05-24 20:17:18,,,0,0,1356,,1356,,2017-05-28 23:59:00
17066072910,1001,1001,1002,13321,1148,1060,1059,1020,1008,2017-05-29 00:00:00,2017-05-24 02:17:35,1, ,XL,0,0,XL,2017-05-24 22:19:44,,,0,0,13321,,13321,,2017-05-28 23:59:00
17066070170,1001,1001,1003,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 02:46:18,2, ,S,0,0,S,2017-05-25 16:24:03,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066071780,1001,1001,1002,1490,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 02:48:17,6, ,S,0,0,S,2017-05-24 20:35:52,,,0,0,1490,,1490,,2017-05-28 23:59:00
17066072580,1001,1001,1002,13244,1159,1070,1069,1020,1008,2017-05-29 00:00:00,2017-05-24 02:49:59,2, ,XL,0,0,XL,2017-05-24 14:34:21,,,0,0,13244,,13244,,2017-05-28 23:59:00
17066071640,1001,1001,1004,13219,1358,1166,1165,1020,1008,2017-05-30 00:00:00,2017-05-24 02:51:34,9, ,XL,0,0,XL,2017-05-26 19:00:32,,,0,0,13219,,13219,,2017-05-28 23:59:00
17066071710,1001,1001,1001,14499,1149,1061,1059,1020,1008,2017-06-01 00:00:00,2017-05-24 02:51:41,1, ,XL,0,0,XL,2017-05-28 20:57:32,,,0,0,14499,,14499,,2017-05-28 23:59:00
17066051640,1001,1001,1003,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 03:02:48,1, ,S,0,0,S,2017-05-25 16:24:06,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066051650,1001,1001,1003,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 03:02:49,3, ,S,0,0,S,2017-05-25 16:24:22,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066053930,1001,1001,1001,12870,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 03:04:07,8, ,S,0,0,S,2017-05-24 20:29:37,,,0,0,12870,,12870,,2017-05-28 23:59:00
17066054920,1001,1001,1001,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 03:06:02,2, ,S,0,0,S,2017-05-24 20:35:47,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066054930,1001,1001,1001,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 03:06:04,3, ,S,0,0,S,2017-05-24 20:35:48,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066054940,1001,1001,1001,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 03:06:05,2, ,S,0,0,S,2017-05-24 20:35:46,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066054950,1001,1001,1003,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 03:06:06,5, ,S,0,0,S,2017-05-24 20:35:49,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066053210,1001,1001,1003,2538,1253,1261,1260,1020,1008,2017-06-01 00:00:00,2017-05-24 03:09:10,8, ,S,0,0,S,2017-05-24 22:10:03,,,0,0,2538,,2538,,2017-05-28 23:59:00
17066053460,1001,1001,1004,12514,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 03:09:40,3, ,S,0,0,S,2017-05-24 20:35:44,,,0,0,12514,,12514,,2017-05-28 23:59:00
17066074610,1001,1001,1004,1490,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 07:12:26,8, ,S,0,0,S,2017-05-24 20:35:53,,,0,0,1490,,1490,,2017-05-28 23:59:00
17066074740,1001,1001,1001,1490,1426,1344,1343,1020,1008,2017-05-30 00:00:00,2017-05-24 07:12:47,8, ,S,0,0,S,2017-05-24 20:36:42,,,0,0,1490,,1490,,2017-05-28 23:59:00
17066075120,1001,1001,1004,13246,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 07:13:54,6, ,L,0,0,L,2017-05-24 20:30:35,,,0,0,13246,,13246,,2017-05-28 23:59:00
17066075130,1001,1001,1004,13246,1156,1068,1067,1020,1008,2017-05-30 00:00:00,2017-05-24 07:13:56,7, ,L,0,0,L,2017-05-24 20:30:29,,,0,0,13246,,13246,,2017-05-28 23:59:00
17066073200,1001,1001,1003,9337,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 07:14:06,7, ,L,0,0,L,2017-05-25 19:44:38,,,0,0,9337,,9337,,2017-05-28 23:59:00
17066073740,1001,1001,1002,1180,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:24,2, ,XL,0,0,XL,2017-05-24 20:17:16,,,0,0,1180,,1180,,2017-05-28 23:59:00
17066073750,1001,1001,1001,1180,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:25,5, ,XL,0,0,XL,2017-05-24 20:17:15,,,0,0,1180,,1180,,2017-05-28 23:59:00
17066073760,1001,1001,1004,1180,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:27,3, ,XL,0,0,XL,2017-05-24 20:17:15,,,0,0,1180,,1180,,2017-05-28 23:59:00
17066073770,1001,1001,1002,1180,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:28,2, ,XL,0,0,XL,2017-05-24 20:17:14,,,0,0,1180,,1180,,2017-05-28 23:59:00
17066073780,1001,1001,1004,1180,1151,1063,1062,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:30,2, ,XL,0,0,XL,2017-05-24 20:17:18,,,0,0,1180,,1180,,2017-05-28 23:59:00
17066073790,1001,1001,1002,12095,1468,1001,1000,1020,1008,2017-05-30 00:00:00,2017-05-24 07:16:32,1, ,S,0,0,S,2017-05-26 17:50:39,,,0,0,12095,,12095,,2017-05-28 23:59:00
17066073940,1001,1001,1004,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 07:16:59,4, ,S,0,0,S,2017-05-25 16:24:05,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066075300,1001,1001,1003,12530,1359,1167,1166,1020,1008,2017-06-01 00:00:00,2017-05-24 08:50:50,9, ,S,0,0,S,2017-05-27 13:25:28,,,0,0,12530,,12530,,2017-05-28 23:59:00
17066059280,1001,1001,1004,6566,1155,1067,1066,1020,1008,2017-05-29 00:00:00,2017-05-24 09:04:10,4, ,S,0,0,S,2017-05-25 16:24:28,,,0,0,6566,,6566,,2017-05-28 23:59:00
17066075440,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-30 00:00:00,2017-05-24 09:15:50,7, ,XL,0,0,XL,2017-05-26 18:01:16,,,0,0,1813,,1813,,2017-05-28 23:59:00
17066075500,1001,1001,1001,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 09:28:29,1, ,L,0,0,L,2017-05-25 18:53:19,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066075580,1001,1001,1002,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 09:28:42,7, ,S,0,0,S,2017-05-25 18:53:42,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066075590,1001,1001,1003,2534,5232,1469,1343,1020,1008,2017-06-01 00:00:00,2017-05-24 09:28:44,4, ,S,0,0,S,2017-05-25 18:53:07,,,0,0,2534,,2534,,2017-05-28 23:59:00
17066075620,1001,1001,1003,14551,1254,1262,1261,1020,1008,2017-06-01 00:00:00,2017-05-24 09:28:53,2, ,XL,0,0,XL,2017-05-24 20:21:29,,,0,0,14551,,14551,,2017-05-28 23:59:00
